Customer ID,Age,Income_Bucket,Gender,State,Region,Marital_Status,No_of_children,Occupation,Vehicle_Segment,No_of_months,Hobbies,On_Call_Offer
72284535,59,1,M,W,Sub-urban,2,3,Defence,Car,47,Football,Plan 5
60383254,38,2,M,E,Sub-urban,1,3,Defence,Car,52,Football,Plan 5
74618861,30,2,M,R,Sub-urban,2,4,Defence,Car,24,Football,Plan 5
57892659,47,3,M,T,Sub-urban,1,3,Defence,Car,36,Football,Plan 5
76936567,48,2,M,Y,Sub-urban,2,3,Defence,Car,21,Football,Plan 5
49518802,29,1,M,G,Sub-urban,1,2,Defence,Car,27,Football,Plan 5
79606169,30,2,M,H,Sub-urban,2,1,Defence,Car,26,Football,Plan 5
81769129,61,1,M,F,Sub-urban,1,1,Defence,Car,35,Football,Plan 5
86766082,27,3,M,J,Sub-urban,1,3,Defence,Car,34,Football,Plan 5
75915278,61,2,M,N,Urban,2,3,Defence,Car,45,Football,Plan 5
93874172,21,3,M,X,Urban,1,1,Defence,Car,13,Football,Plan 5
57493635,73,1,M,U,Sub-urban,1,0,Defence,Car,8,Football,Plan 5
71502970,72,1,M,T,Sub-urban,1,3,Defence,Car,39,Football,Plan 5
11678012,62,1,M,Y,Sub-urban,1,1,Defence,Car,31,Football,Plan 5
53969976,20,1,M,I,Sub-urban,1,3,Defence,Car,52,Football,Plan 5
26221613,44,1,M,O,Sub-urban,1,4,Defence,Car,28,Football,Plan 5
67300000,75,1,M,S,Sub-urban,2,4,Defence,Car,9,Football,Plan 5
72302373,65,1,M,A,Sub-urban,2,0,Defence,Car,35,Football,Plan 5
31353499,38,1,M,S,Sub-urban,2,4,Defence,Car,25,Football,Plan 5
60514530,23,2,M,A,Sub-urban,1,0,Defence,Car,40,Football,Plan 5
66121601,28,1,M,S,Sub-urban,2,2,Defence,Car,17,Football,Plan 5
65675629,47,2,M,A,Sub-urban,1,2,Defence,Car,48,Football,Plan 5
47952289,32,2,M,S,Sub-urban,1,2,Defence,Car,46,Football,Plan 5
31528558,43,2,M,D,Sub-urban,1,1,Defence,Car,54,Football,Plan 5
14923998,61,2,M,F,Sub-urban,1,3,Defence,Car,22,Football,Plan 5
23601195,42,1,M,G,Sub-urban,2,1,Defence,Car,29,Football,Plan 5
67205218,35,1,M,G,Sub-urban,2,0,Defence,Car,47,Football,Plan 5
74838604,27,1,M,T,Sub-urban,1,1,Defence,Car,23,Football,Plan 5
50319403,43,3,M,T,Sub-urban,1,4,Defence,Car,35,Football,Plan 5
35932760,18,3,M,T,Sub-urban,1,2,Defence,Car,29,Football,Plan 5
92084299,48,3,M,T,Sub-urban,2,3,Defence,Car,19,Football,Plan 5
49174221,45,3,M,W,Sub-urban,1,0,Defence,Car,35,Football,Plan 5
27024903,58,1,M,E,Sub-urban,2,0,Defence,Car,14,Football,Plan 5
38045987,44,3,M,R,Sub-urban,1,3,Defence,Car,45,Football,Plan 5
15914256,71,3,M,R,Sub-urban,2,0,Defence,Car,29,Football,Plan 5
56132539,71,1,M,R,Sub-urban,1,4,Defence,SUV,29,Football,Plan 1
34778439,49,3,M,R,Sub-urban,2,2,Defence,Compact SUV,8,Football,Plan 5
27140811,66,3,M,R,Sub-urban,1,0,Defence,Car,47,Football,Plan 5
22391564,68,2,M,R,Sub-urban,2,3,Defence,Pick up truck,43,Football,Plan 4
60108844,67,1,M,T,Sub-urban,2,0,Defence,Pick up truck,50,Football,Plan 4
73230243,64,1,M,V,Urban,2,1,Defence,Pick up truck,49,Football,Plan 5
36153501,45,2,M,B,Urban,1,3,Defence,Pick up truck,13,Football,Plan 5
48272033,68,1,M,G,Sub-urban,2,3,Defence,Pick up truck,32,Football,Plan 4
80658672,46,2,M,C,Urban,1,4,Defence,Pick up truck,27,Football,Plan 5
25959011,67,1,M,D,Sub-urban,1,3,Defence,Pick up truck,57,Football,Plan 4
44529825,30,1,M,B,Urban,2,1,Defence,Pick up truck,45,Football,Plan 5
65220788,58,3,M,T,Sub-urban,1,3,Defence,Pick up truck,7,Football,Plan 4
70346611,46,2,M,Y,Sub-urban,1,4,Defence,Pick up truck,42,Football,Plan 4
15802954,46,1,M,U,Sub-urban,1,2,Defence,Pick up truck,48,Football,Plan 4
86454216,56,3,M,I,Sub-urban,1,0,Defence,Pick up truck,36,Football,Plan 4
14041119,75,1,M,O,Sub-urban,1,4,Defence,Pick up truck,49,Football,Plan 4
73957452,45,2,M,P,Sub-urban,2,4,Defence,Pick up truck,24,Football,Plan 4
46810506,55,1,M,P,Sub-urban,1,2,Defence,Pick up truck,15,Football,Plan 4
57797299,62,2,M,L,Sub-urban,2,1,Defence,Pick up truck,53,Football,Plan 4
75684230,69,3,M,J,Sub-urban,2,3,Defence,Pick up truck,56,Football,Plan 4
93939416,25,3,M,Y,Sub-urban,1,0,Defence,Pick up truck,35,Football,Plan 4
78469887,68,2,M,W,Sub-urban,2,3,Defence,Pick up truck,47,Football,Plan 4
89568517,55,1,M,E,Sub-urban,1,3,Defence,Pick up truck,48,Football,Plan 4
10972895,62,1,M,R,Sub-urban,1,4,Defence,Pick up truck,54,Football,Plan 4
99007020,32,2,M,T,Sub-urban,1,3,Defence,Pick up truck,41,Football,Plan 4
37681043,56,2,M,Y,Sub-urban,1,2,Defence,Pick up truck,9,Football,Plan 4
60600631,59,2,M,G,Sub-urban,1,3,Defence,Pick up truck,16,Football,Plan 4
75121296,54,3,M,H,Sub-urban,2,1,Defence,Pick up truck,22,Football,Plan 4
36925249,41,3,M,F,Sub-urban,2,4,Defence,Pick up truck,40,Football,Plan 4
83634160,43,3,M,J,Sub-urban,1,0,Defence,Pick up truck,28,Football,Plan 4
56248124,54,3,M,N,Urban,2,3,Defence,Pick up truck,54,Football,Plan 5
47092986,64,3,M,X,Urban,2,1,Sales Executive,Pick up truck,44,Football,Plan 5
50965579,19,2,M,U,Sub-urban,2,4,Chef,Pick up truck,23,Football,Plan 4
13572059,66,1,M,T,Sub-urban,2,4,Investment Banker,Pick up truck,31,Football,Plan 4
67014905,50,1,M,Y,Sub-urban,2,0,Orthopeadic,Pick up truck,13,Football,Plan 4
12353147,29,2,M,I,Sub-urban,2,4,Gardener,Pick up truck,48,Football,Plan 4
72725255,41,1,M,O,Sub-urban,1,4,Interior designer,Pick up truck,49,Football,Plan 4
50285797,48,3,M,S,Sub-urban,2,3,Architect,Pick up truck,25,Football,Plan 4
40935176,22,2,M,A,Sub-urban,1,1,Research Analyst,Pick up truck,16,Football,Plan 4
98931962,69,3,M,S,Sub-urban,1,3,Wildlife Photographer,Pick up truck,33,Football,Plan 4
72680525,33,2,M,A,Sub-urban,2,3,Writer,Pick up truck,36,Football,Plan 4
61148466,22,2,M,S,Sub-urban,1,1,Marketing Analyst,Pick up truck,52,Football,Plan 4
20715531,70,1,M,A,Sub-urban,1,1,Designer,Pick up truck,8,Football,Plan 4
84522811,20,2,M,S,Sub-urban,1,1,Sales Executive,Pick up truck,19,Football,Plan 4
27487663,50,2,M,D,Sub-urban,1,3,Sales Executive,Pick up truck,50,Football,Plan 4
25163221,29,3,M,F,Sub-urban,2,1,Sales Executive,Pick up truck,53,Football,Plan 4
77892243,74,1,M,G,Sub-urban,2,4,Sales Executive,Pick up truck,35,Football,Plan 4
79059042,21,1,M,G,Sub-urban,2,2,Sales Executive,Pick up truck,58,Football,Plan 4
45995705,19,3,M,Q,Sub-urban,1,4,Sales Executive,Pick up truck,56,Football,Plan 4
28082170,39,2,M,W,Sub-urban,2,4,Sales Executive,Pick up truck,13,Football,Plan 4
47718177,71,1,M,G,Sub-urban,1,4,Sales Executive,Pick up truck,51,Football,Plan 4
16829236,23,1,M,B,Urban,1,4,Sales Executive,Pick up truck,24,Football,Plan 5
88867345,38,2,M,N,Urban,2,3,Sales Executive,Pick up truck,14,Football,Plan 5
98374446,49,2,M,M,Urban,1,0,Sales Executive,Pick up truck,28,Football,Plan 5
52354252,18,1,M,S,Sub-urban,1,0,Sales Executive,Pick up truck,8,Football,Plan 4
29685431,34,1,M,A,Sub-urban,1,4,Sales Executive,Pick up truck,26,Football,Plan 4
70058626,51,2,M,E,Sub-urban,1,2,Sales Executive,Pick up truck,29,Football,Plan 4
43539508,51,2,M,R,Sub-urban,1,0,Sales Executive,Pick up truck,58,Football,Plan 4
84475162,20,1,M,T,Sub-urban,1,4,Sales Executive,Pick up truck,44,Football,Plan 4
28683451,51,1,M,M,Urban,1,3,Sales Executive,Pick up truck,10,Football,Plan 5
10552343,53,1,M,M,Urban,1,2,Sales Executive,Pick up truck,29,Football,Plan 5
34256471,19,1,M,T,Sub-urban,1,2,Sales Executive,Pick up truck,38,Football,Plan 4
87461738,75,2,M,T,Sub-urban,2,2,Sales Executive,Pick up truck,27,Football,Plan 4
52604803,68,3,M,T,Sub-urban,1,4,Sales Executive,Pick up truck,24,Football,Plan 4
24619516,75,2,M,T,Sub-urban,2,1,Sales Executive,Pick up truck,31,Football,Plan 4
51647826,31,3,M,W,Sub-urban,2,1,Sales Executive,Pick up truck,58,Football,Plan 4
28824019,54,1,M,E,Sub-urban,2,3,Sales Executive,SUV,53,Football,Plan 1
93088227,44,3,M,R,Sub-urban,1,0,Sales Executive,Compact SUV,47,Football,Plan 5
95908488,26,2,M,R,Sub-urban,1,4,Sales Executive,Car,34,Football,Plan 5
48486376,62,1,M,R,Sub-urban,1,2,Sales Executive,SUV,27,Football,Plan 1
93409439,19,3,M,R,Sub-urban,2,4,Sales Executive,SUV,9,Football,Plan 1
52495701,52,2,M,R,Sub-urban,1,0,Sales Executive,SUV,51,Football,Plan 1
25763489,29,2,M,R,Sub-urban,2,4,Sales Executive,SUV,22,Football,Plan 1
21206710,62,1,M,T,Sub-urban,2,2,Sales Executive,SUV,7,Football,Plan 1
21690972,24,3,M,V,Urban,2,1,Sales Executive,SUV,60,Football,Plan 5
69138146,27,2,M,B,Urban,1,4,Sales Executive,SUV,37,Football,Plan 5
73918061,66,1,M,G,Sub-urban,2,0,Sales Executive,SUV,30,Football,Plan 1
20692570,61,3,M,C,Urban,2,4,Sales Executive,SUV,34,Football,Plan 5
81584614,48,3,M,D,Sub-urban,1,3,Sales Executive,SUV,18,Football,Plan 1
78346431,63,1,M,B,Urban,2,4,Sales Executive,SUV,13,Football,Plan 5
47820758,57,2,M,T,Sub-urban,2,0,Sales Executive,SUV,27,Football,Plan 1
85177459,26,3,M,Y,Sub-urban,2,1,Sales Executive,SUV,17,Football,Plan 1
35883284,32,2,M,U,Sub-urban,1,1,Sales Executive,SUV,18,Football,Plan 1
60543444,68,2,M,I,Sub-urban,2,2,Sales Executive,SUV,45,Football,Plan 1
40568656,28,1,M,O,Sub-urban,2,4,Sales Executive,SUV,47,Football,Plan 1
22148404,75,2,M,P,Sub-urban,2,0,Sales Executive,SUV,38,Football,Plan 1
91059192,57,3,M,P,Sub-urban,1,1,Sales Executive,SUV,52,Football,Plan 1
65551476,32,3,M,L,Sub-urban,1,3,Sales Executive,SUV,11,Football,Plan 1
32699567,55,2,M,J,Sub-urban,1,2,Sales Executive,SUV,10,Football,Plan 1
17632419,50,2,M,Y,Sub-urban,2,2,Sales Executive,SUV,50,Football,Plan 1
17251059,54,3,M,W,Sub-urban,1,0,Sales Executive,SUV,46,Football,Plan 1
13629409,70,2,M,E,Sub-urban,2,1,Sales Executive,SUV,41,Football,Plan 1
28614798,49,2,M,R,Sub-urban,2,1,Sales Executive,SUV,9,Football,Plan 1
90905007,43,2,M,T,Sub-urban,1,3,Sales Executive,SUV,18,Football,Plan 1
24106484,68,2,M,Y,Sub-urban,1,0,Sales Executive,SUV,40,Football,Plan 1
93036140,70,2,M,G,Sub-urban,1,3,Sales Executive,SUV,25,Football,Plan 1
63488707,69,1,M,H,Sub-urban,2,4,Sales Executive,SUV,58,Football,Plan 1
99241938,44,2,M,F,Sub-urban,1,1,Sales Executive,SUV,49,Football,Plan 1
48308727,45,2,M,J,Sub-urban,2,2,Sales Executive,SUV,22,Football,Plan 1
44063305,34,2,M,N,Urban,2,2,Sales Executive,SUV,54,Football,Plan 5
46519358,39,2,M,X,Urban,2,4,Sales Executive,SUV,60,Football,Plan 5
67664476,30,1,M,U,Sub-urban,2,2,Sales Executive,SUV,55,Football,Plan 1
52242606,62,3,M,T,Sub-urban,1,3,Sales Executive,SUV,35,Football,Plan 1
58164331,34,3,M,Y,Sub-urban,1,1,Sales Executive,SUV,39,Football,Plan 1
34119828,56,1,M,I,Sub-urban,2,1,Sales Executive,Compact SUV,26,Football,Plan 5
47974049,58,1,M,O,Sub-urban,2,4,Sales Executive,Compact SUV,23,Football,Plan 5
76181375,34,2,M,S,Sub-urban,2,1,Sales Executive,Compact SUV,25,Football,Plan 5
32099985,31,1,M,A,Sub-urban,1,4,Sales Executive,Compact SUV,60,Football,Plan 5
15574900,55,1,M,S,Sub-urban,2,0,Sales Executive,Compact SUV,24,Football,Plan 5
88261810,20,3,M,A,Sub-urban,1,2,Sales Executive,Compact SUV,11,Football,Plan 5
33009800,19,3,M,S,Sub-urban,2,3,Sales Executive,Compact SUV,26,Football,Plan 5
53174412,34,1,M,A,Sub-urban,2,3,Sales Executive,Compact SUV,50,Football,Plan 5
59875693,72,1,M,S,Sub-urban,2,3,Sales Executive,Compact SUV,27,Football,Plan 5
92219524,46,1,M,D,Sub-urban,2,2,Sales Executive,Compact SUV,54,Football,Plan 5
79739409,48,3,M,F,Sub-urban,1,3,Sales Executive,Compact SUV,7,Football,Plan 5
69276121,45,3,M,G,Sub-urban,2,0,Sales Executive,Compact SUV,57,Football,Plan 5
34438527,75,3,M,G,Sub-urban,2,1,Sales Executive,Compact SUV,18,Football,Plan 5
35954208,52,3,M,T,Sub-urban,2,1,Sales Executive,Compact SUV,27,Football,Plan 5
51763117,73,1,M,T,Sub-urban,1,3,Sales Executive,Compact SUV,27,Football,Plan 5
83350174,21,2,M,T,Sub-urban,1,2,Sales Executive,Compact SUV,29,Football,Plan 5
37399285,48,2,M,T,Sub-urban,2,4,Sales Executive,Compact SUV,32,Football,Plan 5
64230758,37,3,M,W,Sub-urban,2,1,Sales Executive,Compact SUV,19,Football,Plan 5
48253239,62,3,M,E,Sub-urban,1,1,Sales Executive,Compact SUV,9,Football,Plan 5
90760099,39,2,M,R,Sub-urban,2,0,Sales Executive,Compact SUV,59,Football,Plan 5
18371297,61,3,M,R,Sub-urban,2,0,Sales Executive,Compact SUV,43,Football,Plan 5
39424711,72,1,M,R,Sub-urban,2,0,Sales Executive,Compact SUV,21,Football,Plan 5
61998790,32,1,M,R,Sub-urban,2,1,Sales Executive,Compact SUV,60,Football,Plan 5
78314119,26,2,M,R,Sub-urban,2,3,Sales Executive,Compact SUV,15,Football,Plan 5
13555109,51,2,M,R,Sub-urban,1,3,Sales Executive,Compact SUV,53,Football,Plan 5
89676965,47,2,M,T,Sub-urban,2,1,Sales Executive,Compact SUV,48,Football,Plan 5
63577576,73,3,M,V,Urban,2,0,Sales Executive,Compact SUV,51,Football,Plan 2
70207690,21,1,M,B,Urban,1,2,Sales Executive,Compact SUV,35,Football,Plan 2
72028828,33,1,M,G,Sub-urban,1,1,Sales Executive,Compact SUV,36,Para-gliding,Plan 5
21136863,20,3,M,C,Urban,1,2,Sales Executive,Compact SUV,10,Adventure Sports,Plan 2
80808925,48,2,M,D,Sub-urban,1,0,Sales Executive,Compact SUV,59,Racing,Plan 5
15349356,18,2,M,B,Urban,1,0,Sales Executive,Compact SUV,43,Gaming,Plan 2
61140023,24,3,M,T,Sub-urban,1,4,Sales Executive,Compact SUV,53,Gadgets,Plan 5
53777234,46,1,M,Y,Sub-urban,2,1,Sales Executive,Compact SUV,58,Sketching,Plan 5
53309292,41,3,M,U,Sub-urban,2,1,Sales Executive,Compact SUV,55,Para-gliding,Plan 5
40192889,40,3,M,I,Sub-urban,2,1,Sales Executive,Car,35,Para-gliding,Plan 5
33570744,50,1,M,O,Sub-urban,2,2,Sales Executive,Car,7,Para-gliding,Plan 5
42473791,66,1,M,P,Sub-urban,1,4,Sales Executive,Car,20,Para-gliding,Plan 5
60593325,46,3,M,P,Sub-urban,1,4,Sales Executive,Car,20,Para-gliding,Plan 5
83425129,29,3,M,L,Sub-urban,1,1,Sales Executive,Car,40,Para-gliding,Plan 5
38812848,63,1,M,J,Sub-urban,2,3,Sales Executive,Car,25,Para-gliding,Plan 5
32250903,60,1,M,Y,Sub-urban,2,0,Sales Executive,Car,49,Para-gliding,Plan 5
49500649,56,1,M,W,Sub-urban,1,3,Sales Executive,Car,60,Para-gliding,Plan 5
40300201,68,3,M,E,Sub-urban,1,0,Sales Executive,Car,23,Para-gliding,Plan 5
76840404,69,3,M,R,Sub-urban,2,1,Sales Executive,Car,11,Para-gliding,Plan 5
19056817,49,1,M,T,Sub-urban,1,2,Sales Executive,Car,33,Para-gliding,Plan 5
25201793,25,1,M,Y,Sub-urban,1,0,Sales Executive,Car,40,Para-gliding,Plan 5
65246698,72,1,M,G,Sub-urban,1,4,Sales Executive,Car,27,Para-gliding,Plan 5
15495855,74,2,M,H,Sub-urban,1,4,Sales Executive,Car,19,Para-gliding,Plan 5
49470436,35,3,M,F,Sub-urban,1,0,Sales Executive,Car,59,Para-gliding,Plan 5
58120818,64,3,M,J,Sub-urban,2,1,Sales Executive,Car,16,Para-gliding,Plan 5
80269644,60,3,M,N,Urban,1,1,Sales Executive,Car,59,Para-gliding,Plan 5
56480138,27,1,M,X,Urban,1,1,Sales Executive,Car,47,Para-gliding,Plan 5
13747204,56,1,M,U,Sub-urban,2,1,Sales Executive,Car,54,Para-gliding,Plan 5
65365509,51,3,M,T,Sub-urban,2,3,Sales Executive,Car,42,Para-gliding,Plan 5
66103640,43,3,M,Y,Sub-urban,1,0,Sales Executive,Car,45,Para-gliding,Plan 5
21685976,32,2,M,I,Sub-urban,1,1,Sales Executive,Car,23,Para-gliding,Plan 5
96604629,59,3,M,O,Sub-urban,2,2,Sales Executive,Car,43,Para-gliding,Plan 5
23617868,51,1,M,S,Sub-urban,1,1,Sales Executive,Car,36,Para-gliding,Plan 5
54156908,26,1,M,A,Sub-urban,1,3,Sales Executive,Car,30,Para-gliding,Plan 5
79315070,18,2,M,S,Sub-urban,1,2,Sales Executive,Car,55,Para-gliding,Plan 5
92795917,49,2,M,A,Sub-urban,2,3,Sales Executive,Car,50,Para-gliding,Plan 5
90250880,55,3,M,S,Sub-urban,2,2,Sales Executive,Car,47,Para-gliding,Plan 5
91896316,31,1,M,A,Sub-urban,2,3,Sales Executive,Car,29,Para-gliding,Plan 5
39114478,72,1,M,S,Sub-urban,2,3,Sales Executive,Car,19,Para-gliding,Plan 5
93140683,52,3,M,D,Sub-urban,2,3,Sales Executive,Car,20,Para-gliding,Plan 5
44758843,75,2,M,F,Sub-urban,2,2,Sales Executive,Car,8,Para-gliding,Plan 5
29067004,66,3,M,G,Sub-urban,2,4,Sales Executive,Car,26,Para-gliding,Plan 5
21179605,31,1,M,G,Sub-urban,1,2,Sales Executive,Car,31,Para-gliding,Plan 5
27485340,53,1,M,S,Sub-urban,2,1,Sales Executive,Car,51,Para-gliding,Plan 5
25873560,31,1,M,A,Sub-urban,1,0,Sales Executive,Car,60,Para-gliding,Plan 5
28690742,70,2,M,S,Sub-urban,2,3,Sales Executive,Car,23,Para-gliding,Plan 5
99739709,24,1,M,A,Sub-urban,2,1,Sales Executive,Car,53,Para-gliding,Plan 5
39892401,58,3,M,S,Sub-urban,1,3,Sales Executive,Car,26,Para-gliding,Plan 5
85778282,18,2,M,D,Sub-urban,1,0,Sales Executive,Car,49,Para-gliding,Plan 5
40797902,29,2,M,F,Sub-urban,2,3,Sales Executive,Car,18,Para-gliding,Plan 5
39851328,35,3,M,G,Sub-urban,1,1,Sales Executive,Car,28,Para-gliding,Plan 5
63380810,69,2,M,G,Sub-urban,2,3,Sales Executive,Car,56,Para-gliding,Plan 5
43427140,27,3,M,Q,Sub-urban,2,0,Sales Executive,Compact SUV,30,Para-gliding,Plan 5
15781670,49,3,M,W,Sub-urban,2,0,Sales Executive,Compact SUV,48,Para-gliding,Plan 5
16260547,34,1,M,G,Sub-urban,2,3,Sales Executive,Compact SUV,18,Para-gliding,Plan 5
86110903,41,1,M,B,Urban,2,3,Sales Executive,Compact SUV,23,Para-gliding,Plan 2
86421083,45,3,M,N,Urban,2,2,Sales Executive,Compact SUV,11,Para-gliding,Plan 2
10370030,50,1,M,M,Urban,2,4,Sales Executive,Compact SUV,50,Para-gliding,Plan 2
42522095,25,3,M,S,Sub-urban,1,1,Sales Executive,Compact SUV,48,Para-gliding,Plan 5
20683167,44,3,M,A,Sub-urban,2,0,Sales Executive,Compact SUV,41,Para-gliding,Plan 5
57140704,38,1,M,E,Sub-urban,1,4,Sales Executive,Compact SUV,54,Para-gliding,Plan 5
77438691,48,2,M,R,Sub-urban,1,0,Sales Executive,Compact SUV,28,Para-gliding,Plan 5
61514454,52,1,M,T,Sub-urban,1,0,Sales Executive,Compact SUV,9,Para-gliding,Plan 5
26246809,42,1,M,M,Urban,2,0,Sales Executive,Compact SUV,12,Para-gliding,Plan 2
14682055,30,2,M,M,Urban,2,3,Sales Executive,Compact SUV,35,Para-gliding,Plan 2
26220064,29,3,M,T,Sub-urban,2,4,Sales Executive,Compact SUV,56,Para-gliding,Plan 5
50818809,45,2,M,T,Sub-urban,2,3,Sales Executive,Compact SUV,12,Para-gliding,Plan 5
56094267,59,1,M,T,Sub-urban,2,4,Sales Executive,Compact SUV,48,Para-gliding,Plan 5
95103889,46,2,M,T,Sub-urban,2,2,Sales Executive,Car,43,Para-gliding,Plan 5
71970452,32,2,M,W,Sub-urban,1,1,Sales Executive,Car,30,Para-gliding,Plan 5
64603684,55,3,M,E,Sub-urban,1,4,Sales Executive,Car,11,Para-gliding,Plan 5
13608148,38,2,M,R,Sub-urban,2,4,Sales Executive,Car,49,Para-gliding,Plan 5
72813068,45,3,M,R,Sub-urban,1,2,Sales Executive,Car,12,Para-gliding,Plan 5
67770132,34,2,M,R,Sub-urban,1,4,Sales Executive,Car,18,Para-gliding,Plan 5
79953399,30,2,M,R,Sub-urban,2,4,Sales Executive,Car,58,Para-gliding,Plan 5
12020599,18,2,M,R,Sub-urban,2,4,Sales Executive,Car,28,Para-gliding,Plan 5
19633801,69,1,M,R,Sub-urban,2,0,Sales Executive,Car,16,Para-gliding,Plan 5
20047908,20,2,M,T,Sub-urban,1,4,Sales Executive,Car,14,Para-gliding,Plan 5
34288724,37,2,M,V,Urban,1,3,Sales Executive,Car,28,Para-gliding,Plan 5
68159620,66,2,M,B,Urban,1,4,Sales Executive,Car,26,Para-gliding,Plan 5
76597007,47,3,M,G,Sub-urban,2,3,Sales Executive,Car,14,Para-gliding,Plan 5
88221355,72,2,M,C,Urban,1,0,Sales Executive,Car,16,Para-gliding,Plan 5
35075856,21,3,M,D,Sub-urban,1,3,Sales Executive,Car,14,Para-gliding,Plan 5
33104295,67,2,M,B,Urban,2,4,Sales Executive,Car,17,Para-gliding,Plan 5
79657746,59,2,M,T,Sub-urban,2,2,Sales Executive,Car,30,Para-gliding,Plan 5
27476958,52,3,M,Y,Sub-urban,2,2,Sales Executive,Car,48,Para-gliding,Plan 5
42690087,51,2,M,U,Sub-urban,1,2,Sales Executive,Car,25,Para-gliding,Plan 5
46603069,69,1,M,I,Sub-urban,1,1,Sales Executive,Car,29,Para-gliding,Plan 5
51152543,41,3,M,O,Sub-urban,2,3,Sales Executive,Car,24,Para-gliding,Plan 5
97654330,44,1,M,P,Sub-urban,1,2,Sales Executive,Car,38,Para-gliding,Plan 5
63297364,72,1,M,P,Sub-urban,2,2,Sales Executive,Car,14,Para-gliding,Plan 5
86246597,39,1,M,L,Sub-urban,2,1,Sales Executive,Car,32,Para-gliding,Plan 5
19734468,70,3,M,J,Sub-urban,1,0,Sales Executive,Car,50,Para-gliding,Plan 5
37246599,41,2,M,Y,Sub-urban,1,0,Sales Executive,Car,46,Para-gliding,Plan 5
16398881,35,1,M,W,Sub-urban,1,3,Sales Executive,Car,8,Para-gliding,Plan 5
51360971,19,3,M,E,Sub-urban,1,2,Sales Executive,Car,44,Para-gliding,Plan 5
71369555,32,1,M,R,Sub-urban,1,1,Sales Executive,Car,53,Para-gliding,Plan 5
77298464,57,1,M,T,Sub-urban,2,0,Sales Executive,Car,8,Para-gliding,Plan 5
28784347,43,1,M,Y,Sub-urban,1,1,Sales Executive,Car,49,Para-gliding,Plan 5
55299619,33,2,M,G,Sub-urban,1,2,Sales Executive,Car,16,Para-gliding,Plan 5
83628017,39,2,M,H,Sub-urban,1,2,Sales Executive,Car,25,Para-gliding,Plan 5
22247641,44,3,M,F,Sub-urban,2,4,Sales Executive,Car,49,Para-gliding,Plan 5
82725816,23,3,M,J,Sub-urban,2,3,Sales Executive,Car,22,Para-gliding,Plan 5
93720080,44,3,M,N,Urban,2,0,Sales Executive,Car,40,Para-gliding,Plan 5
60015603,31,3,M,X,Urban,2,0,Sales Executive,Car,36,Para-gliding,Plan 5
20688945,18,1,M,U,Sub-urban,2,3,Sales Executive,Car,59,Para-gliding,Plan 5
80920114,74,2,M,T,Sub-urban,1,0,Sales Executive,Car,11,Para-gliding,Plan 5
49322428,56,1,M,Y,Sub-urban,1,4,Sales Executive,Car,31,Para-gliding,Plan 5
52909976,23,2,M,I,Sub-urban,2,4,Sales Executive,Car,12,Para-gliding,Plan 5
83127815,36,1,M,O,Sub-urban,1,4,Sales Executive,Car,17,Para-gliding,Plan 5
87970883,55,1,M,S,Sub-urban,2,3,Sales Executive,Car,60,Para-gliding,Plan 5
16198975,20,3,M,A,Sub-urban,2,0,Sales Executive,SUV,23,Para-gliding,Plan 1
66464158,52,3,M,S,Sub-urban,2,3,Sales Executive,Compact SUV,28,Para-gliding,Plan 5
46914675,73,1,M,A,Sub-urban,2,1,Sales Executive,Car,60,Para-gliding,Plan 5
54994311,55,3,M,S,Sub-urban,1,3,Sales Executive,Pick up truck,43,Para-gliding,Plan 4
51560624,52,3,M,A,Sub-urban,2,0,Sales Executive,Pick up truck,27,Para-gliding,Plan 4
35572100,50,2,M,S,Sub-urban,2,3,Sales Executive,Pick up truck,7,Para-gliding,Plan 4
65976803,38,2,M,D,Sub-urban,1,3,Sales Executive,Pick up truck,56,Para-gliding,Plan 4
59529172,69,3,M,F,Sub-urban,1,0,Sales Executive,Pick up truck,26,Para-gliding,Plan 4
70436727,38,2,M,G,Sub-urban,2,1,Sales Executive,Pick up truck,33,Para-gliding,Plan 4
48368161,27,3,M,G,Sub-urban,1,2,Sales Executive,Pick up truck,55,Para-gliding,Plan 4
14059376,60,1,M,T,Sub-urban,2,4,Sales Executive,Pick up truck,12,Para-gliding,Plan 4
13768690,68,1,M,T,Sub-urban,2,0,Sales Executive,Pick up truck,45,Para-gliding,Plan 4
48588567,47,3,M,T,Sub-urban,1,2,Sales Executive,Pick up truck,37,Para-gliding,Plan 4
90950975,38,2,M,T,Sub-urban,2,2,Sales Executive,Pick up truck,49,Para-gliding,Plan 4
52502316,31,3,M,W,Sub-urban,1,1,Sales Executive,Pick up truck,37,Para-gliding,Plan 4
48039763,48,2,M,E,Sub-urban,1,4,Sales Executive,Pick up truck,28,Para-gliding,Plan 4
38729400,37,1,M,R,Sub-urban,1,3,Sales Executive,Pick up truck,45,Para-gliding,Plan 4
94286145,46,3,M,R,Sub-urban,1,0,Sales Executive,Pick up truck,51,Para-gliding,Plan 4
27196476,31,3,M,R,Sub-urban,1,4,Sales Executive,Pick up truck,32,Para-gliding,Plan 4
49827101,19,3,M,R,Sub-urban,2,0,Sales Executive,Pick up truck,58,Para-gliding,Plan 4
92869496,40,3,M,R,Sub-urban,2,0,Sales Executive,Pick up truck,28,Para-gliding,Plan 4
51369653,70,3,M,R,Sub-urban,2,1,Sales Executive,Pick up truck,31,Para-gliding,Plan 4
